"student ID","sex"
1502,2
1503,2
1504,2
1505,2
1506,2
1507,1
1508,2
1509,2
1511,2
1512,2
1513,2
1515,2
1516,1
1517,2
1518,2
1519,1
1520,2
1521,2
1522,2
1523,2
1524,2
1525,2
1526,1
1528,1
1529,2
1530,1
1531,2
