"student ID","drinking w1","drinking w2"
3401,1,1
3402,3,3
3403,4,3
3404,3,3
3405,3,3
3406,3,3
3407,2,NA
3408,2,3
3409,3,2
3410,3,3
3411,2,3
3412,1,2
3413,2,3
3414,3,3
3415,2,2
3416,3,4
3417,2,2
3418,2,2
3419,2,3
3420,3,3
3421,4,3
3422,3,3
3423,2,3
3424,3,3
3425,3,3
3426,3,3
3427,2,2
3428,2,2
3429,1,2
3430,3,2
3431,2,3
3432,3,3
3433,NA,3
3434,1,1
3436,2,3
