"student ID","sex"
4201,1
4202,2
4203,2
4204,1
4205,1
4206,1
4207,2
4208,2
4209,2
4210,2
4211,1
4212,1
4213,2
4214,1
4215,1
4216,2
4217,2
4218,1
4219,1
4220,1
4221,2
4222,2
4223,2
4224,1
4225,1
4226,2
4227,2
4228,2
4229,2
4230,2
4231,1
4232,1
4233,1
4234,2
4235,2
