"student ID","sex"
5401,2
5402,1
5403,1
5404,1
5405,1
5406,2
5407,2
5408,1
5409,2
5410,2
5411,1
5412,1
5413,1
5414,2
5415,1
5416,1
5417,1
5419,1
5421,2
5422,1
5423,2
5424,2
5425,1
5426,2
5427,2
5428,2
5429,2
5430,1
5431,1
5432,1
5433,2
5434,2
5435,2
