"student ID","drinking w1","drinking w2"
7802,2,NA
7804,3,4
7805,4,4
7806,3,3
7807,NA,3
7808,2,2
7809,2,3
7811,NA,3
7812,NA,3
7813,2,2
7814,3,3
7816,NA,NA
7817,1,3
7818,3,3
7819,3,NA
7821,2,2
7822,3,3
7823,3,3
7824,3,3
7825,2,2
7826,3,3
7827,NA,3
7828,NA,3
7829,2,2
7830,3,3
7832,3,3
7833,3,4
7834,NA,3
7835,2,3
