"student ID","sex"
2201,2
2202,1
2203,1
2204,2
2206,1
2207,2
2208,2
2209,2
2210,2
2211,2
2212,2
2213,2
2215,2
2216,2
2217,1
2218,2
2219,1
2220,1
2221,1
2222,2
2223,2
2224,2
2225,2
2226,2
2227,2
2229,2
