"student ID","drinking w1","drinking w2"
4401,3,3
4402,3,3
4404,2,3
4405,2,3
4406,3,4
4407,1,2
4408,2,3
4409,2,2
4410,3,3
4411,3,3
4412,3,4
4413,3,3
4414,3,2
4415,3,3
4416,4,3
4417,1,2
4418,3,3
4419,3,3
4420,1,2
4421,2,2
4422,1,3
4423,1,3
4424,3,3
4425,3,3
4426,2,3
4427,3,3
4428,2,2
4429,3,3
4430,1,2
4431,2,2
4432,4,3
4433,2,3
4434,1,3
4435,3,2
4436,2,3
4437,3,3
4438,4,4
