"student ID","sex"
4401,2
4402,2
4404,2
4405,2
4406,1
4407,2
4408,1
4409,2
4410,2
4411,2
4412,2
4413,2
4414,2
4415,2
4416,2
4417,1
4418,2
4419,2
4420,2
4421,2
4422,2
4423,2
4424,2
4425,1
4426,2
4427,1
4428,2
4429,1
4430,2
4431,2
4432,2
4433,1
4434,1
4435,2
4436,2
4437,2
4438,2
