"student ID","sex"
2101,1
2103,2
2104,2
2105,2
2106,1
2107,2
2108,2
2109,2
2110,2
2111,2
2112,2
2115,2
2116,2
2117,2
2118,2
2119,2
2120,2
2122,2
2123,2
2125,1
2126,2
2127,2
2191,2
