"student ID","drinking w1","drinking w2"
1301,3,2
1302,3,3
1303,3,3
1304,3,3
1305,2,3
1306,1,2
1307,3,3
1308,3,2
1309,2,2
1310,1,1
1311,2,2
1312,2,3
1313,1,1
1314,3,3
1315,3,3
1316,3,3
1317,4,3
1318,2,2
1319,3,3
1320,3,3
1321,1,1
1322,4,4
1323,3,2
1324,2,2
1325,2,2
1327,3,3
1328,2,2
1329,1,3
1330,2,1
1331,1,1
1332,2,2
1333,2,3
1334,2,2
1335,3,3
1391,1,2
