"student ID","drinking w1","drinking w2"
1101,2,2
1103,3,3
1104,1,1
1105,1,2
1106,1,1
1107,2,3
1108,3,3
1109,1,NA
1110,2,4
1111,2,1
1112,3,2
1113,1,1
1114,2,2
1115,2,2
1116,2,2
1117,1,1
1118,1,1
1119,3,4
1120,4,4
1121,2,3
1122,NA,2
1123,4,4
1124,2,2
1125,3,3
1127,1,2
1128,3,3
1129,2,2
1130,NA,3
1131,1,1
1132,1,1
1133,1,1
