"student ID","sex"
4301,1
4302,1
4303,1
4304,2
4305,2
4306,2
4307,2
4308,2
4309,2
4310,2
4311,2
4312,2
4314,2
4315,1
4316,1
4317,2
4318,2
4319,1
4320,1
4321,2
4322,1
4323,2
4324,2
4325,1
4326,2
4327,1
4328,2
4329,2
4330,1
4331,2
4332,1
4333,2
4334,1
