"student ID","drinking w1","drinking w2"
6201,4,4
6202,2,2
6203,2,3
6204,4,3
6205,2,3
6206,2,2
6207,NA,3
6208,3,4
6209,3,4
6210,2,3
6211,3,3
6212,3,4
6213,2,3
6214,1,3
6215,4,3
6216,3,3
6217,2,2
6218,2,3
6219,3,3
6220,1,1
6221,1,2
6222,1,1
6223,3,3
6224,3,4
6225,2,3
6226,3,3
6227,2,3
6228,4,3
6229,2,3
6230,3,3
6231,2,3
6232,3,4
6233,2,2
6234,2,2
