"student ID","drinking w1","drinking w2"
2401,2,3
2402,3,NA
2403,2,2
2404,3,3
2405,3,4
2406,2,2
2407,2,2
2408,1,1
2409,2,1
2411,3,4
2412,2,1
2413,3,3
2414,3,3
2415,2,2
2416,3,3
2417,4,4
2418,2,2
2420,3,3
2421,4,3
2422,2,3
2424,2,3
2425,3,3
2426,3,3
2427,2,NA
2428,2,3
2429,3,3
2491,2,3
