"student ID","drinking w1","drinking w2"
7301,3,3
7302,2,NA
7303,3,NA
7304,3,3
7305,2,3
7307,1,1
7308,1,3
7309,3,3
7310,3,3
7311,1,NA
7312,3,4
7314,3,3
7315,2,2
7316,3,4
7317,3,3
7318,3,2
7319,3,3
7320,3,3
7321,NA,NA
7323,2,2
7324,4,3
7325,3,3
7327,2,3
7328,3,3
7329,3,3
7330,3,3
