"student ID","drinking w1","drinking w2"
3301,3,3
3302,3,3
3303,2,2
3304,3,4
3305,1,1
3306,3,3
3307,3,4
3308,4,3
3309,NA,NA
3310,2,2
3312,1,3
3313,2,2
3314,3,3
3315,2,3
3316,NA,4
3317,1,2
3318,3,3
3319,1,1
3320,4,3
3321,1,2
3322,1,3
3323,2,3
3324,3,3
3325,NA,4
3326,2,3
3327,3,3
3328,2,3
3329,NA,3
3331,NA,3
3332,3,4
3333,1,1
3334,3,3
3335,3,2
3337,2,2
