"student ID","sex"
2801,2
2802,1
2803,1
2804,1
2805,2
2806,2
2807,2
2808,1
2809,2
2811,1
2812,1
2813,1
2814,2
2815,2
2817,2
2818,2
2819,1
2820,1
2821,2
2823,2
2824,1
2825,2
2826,2
2827,2
2828,2
2829,2
2830,2
2831,1
2891,2
