"student ID","sex"
7802,2
7804,2
7805,1
7806,2
7807,2
7808,1
7809,2
7811,1
7812,2
7813,2
7814,1
7816,1
7817,1
7818,2
7819,1
7821,2
7822,1
7823,2
7824,2
7825,1
7826,2
7827,2
7828,2
7829,2
7830,2
7832,2
7833,2
7834,1
7835,2
