"student ID","drinking w1","drinking w2"
2101,3,3
2103,2,2
2104,3,2
2105,1,2
2106,3,NA
2107,NA,1
2108,3,3
2109,2,2
2110,4,4
2111,2,3
2112,2,2
2115,3,3
2116,2,3
2117,2,2
2118,3,4
2119,NA,3
2120,3,3
2122,1,1
2123,2,3
2125,2,3
2126,4,NA
2127,3,3
2191,3,2
