"student ID","drinking w1","drinking w2"
5401,2,NA
5402,3,3
5403,3,4
5404,NA,1
5405,2,3
5406,2,2
5407,2,3
5408,1,1
5409,NA,2
5410,3,2
5411,1,1
5412,2,2
5413,1,3
5414,3,NA
5415,1,3
5416,3,2
5417,1,3
5419,1,2
5421,3,4
5422,2,NA
5423,3,NA
5424,1,1
5425,3,2
5426,3,3
5427,4,3
5428,1,1
5429,3,3
5430,2,2
5431,NA,1
5432,3,4
5433,3,3
5434,3,3
5435,2,3
