"student ID","drinking w1","drinking w2"
2501,2,2
2502,1,1
2503,4,3
2504,1,NA
2506,3,3
2507,2,NA
2508,3,NA
2509,3,NA
2510,2,2
2511,1,1
2512,3,4
2513,NA,3
2514,3,3
2515,4,4
2517,1,1
2518,1,1
2519,NA,NA
2520,NA,NA
2521,1,NA
2522,4,4
2524,NA,3
2525,3,3
2526,3,3
2527,4,3
2529,NA,1
2530,2,3
2531,1,1
2591,4,3
2592,NA,NA
2593,4,NA
2594,NA,2
