"student ID","sex"
5501,1
5502,1
5503,2
5504,2
5505,1
5506,2
5507,1
5508,1
5509,1
5510,2
5511,1
5512,2
5513,1
5514,1
5515,1
5516,2
5517,1
5518,2
5519,1
5520,1
5521,2
5523,1
5524,1
5525,1
5526,2
5527,1
5528,2
5529,2
5531,1
5532,2
5533,1
5534,1
5535,1
