"student ID","drinking w1","drinking w2"
7101,2,NA
7102,2,3
7103,2,NA
7104,2,2
7105,3,3
7106,1,NA
7107,4,NA
7108,2,1
7109,2,3
7110,3,3
7111,2,3
7112,3,3
7113,1,2
7114,3,3
7115,3,3
7116,2,3
7117,3,3
7118,4,4
7119,2,2
7120,3,3
7121,1,NA
7122,4,NA
7124,3,3
7125,4,NA
7126,2,3
7127,3,4
7128,3,3
7129,3,3
7130,2,3
7131,3,3
