"student ID","drinking w1","drinking w2"
2201,3,3
2202,3,3
2203,2,1
2204,2,3
2206,2,2
2207,1,3
2208,3,3
2209,1,2
2210,2,2
2211,3,4
2212,2,2
2213,4,4
2215,3,3
2216,2,2
2217,3,3
2218,3,3
2219,4,4
2220,3,3
2221,3,3
2222,2,3
2223,3,4
2224,3,NA
2225,3,3
2226,2,NA
2227,2,4
2229,4,3
