"student ID","sex"
6201,1
6202,2
6203,2
6204,2
6205,2
6206,2
6207,2
6208,1
6209,2
6210,1
6211,2
6212,2
6213,1
6214,1
6215,1
6216,2
6217,2
6218,2
6219,1
6220,2
6221,2
6222,1
6223,1
6224,2
6225,2
6226,2
6227,2
6228,2
6229,1
6230,2
6231,2
6232,1
6233,2
6234,2
