,2902,2903,2904,2905,2906,2907,2908,2909,2910,2911,2912,2913,2915,2917,2918,2919,2921,2923,2924,2925,2927,2928,2930,2991,2992,2993,2994,2995
2902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2903,-2,NA,1,1,0,1,1,0,-1,-2,-2,-2,1,-2,2,1,0,0,2,1,-2,2,0,0,2,0,-1,-2
2904,0,1,NA,1,1,1,1,2,1,NA,0,0,1,2,2,2,1,1,0,2,-2,0,1,0,1,0,2,2
2905,0,1,1,NA,0,1,0,0,-1,0,-1,-1,2,-1,-1,0,-1,-2,0,0,-1,0,-1,-1,0,-2,0,-1
2906,0,1,1,1,NA,0,-1,0,0,1,2,2,1,1,0,-1,-1,0,0,2,1,0,1,NA,0,0,0,0
2907,0,2,2,1,1,NA,2,2,1,-2,-2,-2,0,1,2,2,0,1,0,2,-2,2,0,0,2,0,0,0
2908,0,1,0,1,0,2,NA,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,1,0,1,1,0,0
2909,1,2,1,1,1,1,1,NA,2,2,-1,-1,1,2,1,1,1,2,0,2,-1,0,1,1,1,1,2,2
2910,NA,0,NA,1,1,1,0,2,NA,1,0,0,0,2,2,1,1,2,-1,2,0,-1,1,NA,1,1,2,2
2911,0,0,1,1,2,0,0,1,1,NA,2,2,2,1,1,0,0,1,0,1,2,1,1,0,0,0,1,1
2912,NA,1,-1,1,2,1,0,0,1,1,NA,2,1,1,-1,1,-1,1,0,1,2,1,1,0,1,1,-1,1
2913,0,0,-2,1,2,0,1,-1,-1,2,2,NA,1,0,0,0,0,1,1,1,2,1,1,1,1,-2,0,0
2915,NA,1,1,2,1,0,0,1,-1,1,-2,-2,NA,-2,-1,0,1,-2,0,-1,-1,0,0,NA,1,NA,-1,0
2917,0,-1,-2,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2919,0,1,1,2,1,2,2,1,1,0,0,0,1,1,1,NA,1,1,1,1,0,1,1,0,1,0,1,1
2921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2923,-1,1,2,1,1,2,1,2,2,2,0,-2,-1,2,-2,2,0,NA,0,2,0,0,1,0,2,0,1,2
2924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2925,0,1,2,1,1,1,1,2,2,1,1,-2,0,2,2,1,0,2,0,NA,1,0,1,0,1,-2,2,2
2927,NA,1,-2,1,2,0,0,-1,1,2,2,2,1,0,-2,0,0,1,0,2,NA,0,0,0,0,NA,-2,1
2928,NA,1,1,1,1,1,1,1,NA,1,0,0,1,0,1,1,0,1,2,1,0,NA,1,NA,2,0,0,1
2930,NA,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,1,1,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
2991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2992,-2,2,1,0,0,1,1,0,-1,-2,-2,-2,-2,-2,0,1,0,0,2,0,-2,2,0,0,NA,0,0,-2
2993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2995,0,0,2,1,1,1,0,0,2,2,2,0,0,2,2,2,2,2,0,2,0,0,1,0,0,0,0,NA
