"student ID","drinking w1","drinking w2"
3201,3,NA
3202,3,3
3203,1,2
3204,1,2
3205,2,3
3206,2,3
3207,3,3
3208,3,NA
3209,2,2
3210,2,2
3211,1,1
3212,2,2
3213,1,1
3214,1,1
3215,2,2
3216,3,3
3217,2,3
3218,2,2
3219,2,2
3220,3,3
3221,1,NA
3222,2,3
3223,NA,3
3224,2,2
3225,1,1
3226,3,3
3227,2,3
3228,2,2
3229,2,3
3230,1,2
3231,2,2
3232,2,2
3233,3,3
3234,1,2
