"student ID","sex"
1201,1
1202,2
1203,1
1204,1
1205,2
1206,2
1207,1
1208,2
1209,2
1210,2
1211,2
1212,2
1213,2
1214,2
1215,2
1216,2
1217,2
1218,2
1219,1
1220,2
1221,2
1222,1
1223,1
1224,1
1225,2
1226,1
1227,2
1228,2
1229,2
1230,2
1231,2
1232,2
1233,1
1234,1
