"student ID","drinking w1","drinking w2"
4301,1,2
4302,2,2
4303,3,3
4304,2,3
4305,1,1
4306,2,2
4307,2,3
4308,3,3
4309,1,3
4310,2,3
4311,2,2
4312,1,1
4314,1,2
4315,3,3
4316,3,1
4317,2,2
4318,1,1
4319,3,3
4320,2,2
4321,2,2
4322,1,2
4323,2,3
4324,1,1
4325,2,2
4326,2,2
4327,2,3
4328,1,2
4329,2,3
4330,1,2
4331,1,1
4332,2,3
4333,2,2
4334,2,2
