"student ID","drinking w1","drinking w2"
5501,2,3
5502,3,NA
5503,4,3
5504,2,3
5505,3,3
5506,2,NA
5507,4,4
5508,NA,3
5509,NA,3
5510,NA,NA
5511,2,NA
5512,1,1
5513,1,2
5514,1,1
5515,1,1
5516,3,4
5517,3,NA
5518,3,2
5519,NA,3
5520,3,3
5521,3,3
5523,3,3
5524,3,3
5525,3,3
5526,3,4
5527,1,3
5528,1,3
5529,3,3
5531,2,NA
5532,3,3
5533,NA,3
5534,3,NA
5535,2,3
