"student ID","sex"
6301,2
6302,2
6303,2
6304,2
6305,1
6306,2
6307,2
6308,2
6309,2
6310,1
6311,2
6312,1
6313,2
6314,1
6315,1
6316,1
6317,1
6318,2
6319,2
6320,2
6321,2
6322,2
6323,1
6324,2
6325,2
6326,1
6327,2
6328,1
6329,1
6330,2
6331,1
6332,2
6333,2
