"student ID","sex"
2902,2
2903,1
2904,2
2905,2
2906,2
2907,1
2908,1
2909,2
2910,2
2911,2
2912,2
2913,2
2915,2
2917,2
2918,2
2919,1
2921,1
2923,2
2924,1
2925,2
2927,2
2928,1
2930,1
2991,2
2992,1
2993,1
2994,2
2995,2
