"student ID","drinking w1","drinking w2"
1201,1,2
1202,3,3
1203,2,2
1204,2,4
1205,2,3
1206,3,3
1207,3,3
1208,1,NA
1209,3,3
1210,2,3
1211,2,2
1212,1,1
1213,3,NA
1214,3,3
1215,1,1
1216,3,3
1217,3,3
1218,3,NA
1219,2,2
1220,2,2
1221,2,3
1222,2,2
1223,3,3
1224,2,2
1225,2,3
1226,1,1
1227,3,3
1228,2,3
1229,2,2
1230,1,1
1231,3,3
1232,1,1
1233,1,3
1234,3,4
