"student ID","sex"
7301,2
7302,2
7303,1
7304,1
7305,2
7307,1
7308,1
7309,2
7310,2
7311,2
7312,2
7314,2
7315,2
7316,1
7317,1
7318,2
7319,1
7320,2
7321,2
7323,2
7324,2
7325,2
7327,1
7328,1
7329,1
7330,2
